review_id,bank_id,review_text,rating,review_date,sentiment_label_vader,sentiment_score_vader,sentiment_label_distilbert,sentiment_score_distilbert,themes,primary_theme,source,created_at,bank_name,bank_code
3700,1,5 Star bank good,5,2024-02-11,POSITIVE,0.4404,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3701,1,Proportional,4,2024-02-11,NEUTRAL,0.0,POSITIVE,0.9989,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3702,1,The new updated version is very satisfaying,5,2024-02-11,NEUTRAL,0.0,POSITIVE,0.9989,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3703,1,"After updating the latest version, the app is no longer able to synchronize. Urgent fixation needed.",1,2024-02-11,NEGATIVE,0.1027,NEGATIVE,0.9997,['Feature Requests'],Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3704,1,"After I installed the app, when I tried to send money before, it would bring me the people I sent, but now this thing is gone, so why is the suggestion left? Other than that, it is a great application that is easy to use and accessible",3,2024-02-11,POSITIVE,0.8885,POSITIVE,0.9151,"['Account Access Issues', 'User Interface & Experience', 'Feature Requests']",Account Access Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3705,1,Improved performance with the new version.,5,2024-02-11,POSITIVE,0.4767,POSITIVE,0.9997,['Feature Requests'],Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3706,1,Updating isn't working,2,2024-02-11,NEUTRAL,0.0,NEGATIVE,0.9997,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3707,1,Fayis Ateyib Asmani,4,2024-02-11,NEUTRAL,0.0,POSITIVE,0.8105,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3708,1,This app is help as more and more,5,2024-02-11,POSITIVE,0.4019,POSITIVE,0.9292,['Customer Support'],Customer Support,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3709,1,Helpful application,5,2024-02-11,POSITIVE,0.4215,POSITIVE,0.9997,['Customer Support'],Customer Support,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3710,1,After the new update it is not working at all it doesnot sync and all form of transfer is not working,1,2024-02-11,NEUTRAL,0.0,NEGATIVE,0.9998,"['Transaction Performance', 'Technical Issues']",Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3711,1,Preferable and No #1 mobile banking appn!!just wow... 🙏,4,2024-02-11,POSITIVE,0.4912,POSITIVE,0.9315,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3712,1,The weirdest bank ever. Weird customer service weird network.....,1,2024-02-11,NEGATIVE,0.5106,NEGATIVE,0.9976,['Customer Support'],Customer Support,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3713,1,Awesome 😎,5,2024-02-11,POSITIVE,0.7964,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3714,1,Yeroo tokkoo tokkoo app kuni hin hojatu rakkoo qaba.,1,2024-02-11,NEUTRAL,0.0,NEGATIVE,0.9933,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3715,1,I'm good man,5,2024-02-11,POSITIVE,0.4404,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3716,1,This app makes me upset. When they update the app they are updating bug not the functionality of the system.,1,2024-02-11,NEGATIVE,0.3818,NEGATIVE,0.9996,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3717,1,Easy way,5,2024-02-11,POSITIVE,0.4404,POSITIVE,0.9983,['User Interface & Experience'],User Interface & Experience,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3718,1,Nice idea,5,2024-02-11,POSITIVE,0.4215,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3719,1,"Network error becha nw milw,wede branch mehede alben endatlu becha??",2,2024-02-11,NEGATIVE,0.4696,NEGATIVE,0.9986,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3720,1,Why is the app malfunctioning after the update??? It was just fine before the update...🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,1,2024-02-11,POSITIVE,0.327,NEGATIVE,0.9987,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3721,1,The app stops working,1,2024-02-11,NEGATIVE,0.1531,NEGATIVE,0.9997,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3722,1,Seeee,5,2024-02-11,NEUTRAL,0.0,POSITIVE,0.9976,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3723,1,Since I updated the app its not working,2,2024-02-11,NEUTRAL,0.0,NEGATIVE,0.9997,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3724,1,This version is not working well the old version works with out any problem. Please make adjustment in thjs version.,1,2024-02-11,NEGATIVE,0.2991,NEGATIVE,0.9994,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3725,1,"To transfer 10br to telebirr you charge 10br, not just for 10 birr, the same for 1 birr too. what a rubbish",1,2024-02-11,NEUTRAL,0.0,NEGATIVE,0.9997,['Transaction Performance'],Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3726,1,Nice up,4,2024-02-11,POSITIVE,0.4215,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3727,1,"It says ""Network error!"" after update @feb 11, 24",3,2024-02-11,NEGATIVE,0.4574,NEGATIVE,0.9997,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3728,1,Nice work,5,2024-02-11,POSITIVE,0.4215,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3729,1,Okok,5,2024-02-10,NEUTRAL,0.0,POSITIVE,0.987,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3730,1,Commercial 🏦 ofEthiopia,1,2024-02-10,NEUTRAL,0.0,NEGATIVE,0.9872,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3731,1,Faster,5,2024-02-10,NEUTRAL,0.0,POSITIVE,0.9991,['Transaction Performance'],Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3732,1,Every fill is a chance to rize,5,2024-02-10,POSITIVE,0.25,POSITIVE,0.9989,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3733,1,The leading bank,5,2024-02-10,NEUTRAL,0.0,POSITIVE,0.9995,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3734,1,Quick transaction and no delays Sometimes ithasa glitch butost of the time great. And the glitch is out side working hours it said transaction failure while your balance is reduced So if you haven't noticed you repeat the same process and your balance gets reduced every time.,4,2024-02-10,NEGATIVE,0.1027,NEGATIVE,0.984,"['Transaction Performance', 'Technical Issues', 'User Interface & Experience']",Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3735,1,Its ok,1,2024-02-09,POSITIVE,0.296,POSITIVE,0.9997,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3736,1,CBE is an example of poor service quality.,1,2024-02-09,NEGATIVE,0.4767,NEGATIVE,0.9998,['Customer Support'],Customer Support,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3737,1,it is more useful we are free from matter due to availability of this app,5,2024-02-09,POSITIVE,0.7645,NEGATIVE,0.5869,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3738,1,Wow Its amazing,5,2024-02-09,POSITIVE,0.8225,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3739,1,Bast of one,5,2024-02-09,NEUTRAL,0.0,POSITIVE,0.9996,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3740,1,Always there is a problem on your mobile banking service why don't you update your system,1,2024-02-09,NEGATIVE,0.4019,NEGATIVE,0.9992,"['Technical Issues', 'Customer Support']",Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3741,1,Smart app I love it 👍,5,2024-02-09,POSITIVE,0.7845,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3742,1,Very god active app i liked it,4,2024-02-08,POSITIVE,0.8004,POSITIVE,0.9986,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3743,1,The balance history presents absurdly. Make it either from recent to old or from old to present. It is messed up and vague.,1,2024-02-08,NEGATIVE,0.4215,NEGATIVE,0.9997,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3744,1,Why mb app not download,5,2024-02-08,NEUTRAL,0.0,NEGATIVE,0.9956,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3745,1,Easy and safe app,5,2024-02-07,POSITIVE,0.7003,POSITIVE,0.9994,"['User Interface & Experience', 'Security & Privacy']",User Interface & Experience,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3746,1,Nice app except sometimes the sync is not working!,4,2024-02-07,POSITIVE,0.4753,NEGATIVE,0.6417,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3747,1,Loved,5,2024-02-07,POSITIVE,0.5994,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3748,1,Very goods,5,2024-02-07,NEUTRAL,0.0,POSITIVE,0.9984,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3749,1,I dont think so,3,2024-02-07,NEUTRAL,0.0,NEGATIVE,0.9905,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3750,1,"Bad, it's not working for me since one week",1,2024-02-07,NEGATIVE,0.5423,NEGATIVE,0.9982,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3751,1,Support,5,2024-02-07,POSITIVE,0.4019,POSITIVE,0.9997,['Customer Support'],Customer Support,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3752,1,Easy and goood app,5,2024-02-07,POSITIVE,0.4404,NEGATIVE,0.9841,['User Interface & Experience'],User Interface & Experience,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3753,1,Very poor app ?! What the heck happened in this app ???😭😭,1,2024-02-07,NEGATIVE,0.8967,NEGATIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3754,1,It is not working properly ....!!!!,1,2024-02-07,NEUTRAL,0.0,NEGATIVE,0.9998,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3755,1,It's best👍. But it stops while changing simcard.,5,2024-02-06,POSITIVE,0.1779,NEGATIVE,0.9915,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3756,1,good app thank u,5,2024-02-06,POSITIVE,0.6597,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3757,1,Garidh,3,2024-02-06,NEUTRAL,0.0,NEGATIVE,0.8019,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3758,1,good app and very inspiring,5,2024-02-06,POSITIVE,0.7178,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3759,1,it is good but sometime not working,5,2024-02-06,POSITIVE,0.2382,NEGATIVE,0.985,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3760,1,My 1st choce,5,2024-02-06,NEUTRAL,0.0,NEGATIVE,0.9779,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3761,1,Verification code,5,2024-02-05,NEUTRAL,0.0,NEGATIVE,0.733,['Security & Privacy'],Security & Privacy,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3762,1,It is so bad to fast buy,1,2024-02-05,NEGATIVE,0.6696,NEGATIVE,0.9998,['Transaction Performance'],Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3763,1,U'r good but sometimes your network was unstable,5,2024-02-05,NEGATIVE,0.3182,NEGATIVE,0.9981,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3764,1,Sahilu.mihirete,5,2024-02-05,NEUTRAL,0.0,NEGATIVE,0.9835,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3765,1,"Nice app but when i forget my password to reset it must be uninstall the existing and add the new one ,so this not good",5,2024-02-05,NEGATIVE,0.5513,NEGATIVE,0.9996,"['Account Access Issues', 'Feature Requests']",Account Access Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3766,1,"The biggest bank in Ethiopia, still couldn't figure out a simple bank statement and transaction history. ዝፍዝፍ ሁላ",1,2024-02-04,NEUTRAL,0.0,NEGATIVE,0.9972,['Transaction Performance'],Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3767,1,Best 👌 app,5,2024-02-04,POSITIVE,0.8842,POSITIVE,0.9992,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3768,1,It is great,5,2024-02-04,POSITIVE,0.6249,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3769,1,Need learn more,2,2024-02-04,NEUTRAL,0.0,NEGATIVE,0.7655,['Feature Requests'],Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3770,1,Stupid mind always creat bad app!!,1,2024-02-04,NEGATIVE,0.8168,NEGATIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3771,1,Simplify business interesting app,5,2024-02-04,POSITIVE,0.4019,POSITIVE,0.999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3772,1,Arif app new,4,2024-02-04,NEUTRAL,0.0,NEGATIVE,0.5204,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3773,1,To wine,5,2024-02-04,NEUTRAL,0.0,POSITIVE,0.9971,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3774,1,Ameru kedr,5,2024-02-03,NEUTRAL,0.0,POSITIVE,0.9109,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3775,1,Ariff new But its need More comparability,5,2024-02-03,NEUTRAL,0.0,NEGATIVE,0.9975,['Feature Requests'],Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3776,1,Makes everything easy!,5,2024-02-03,POSITIVE,0.4926,POSITIVE,0.9997,['User Interface & Experience'],User Interface & Experience,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3777,1,It make my life easy,5,2024-02-03,POSITIVE,0.4404,POSITIVE,0.9992,['User Interface & Experience'],User Interface & Experience,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3778,1,Use for me,5,2024-02-03,NEUTRAL,0.0,NEGATIVE,0.958,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3779,1,Well done👏,5,2024-02-03,POSITIVE,0.2732,POSITIVE,0.9989,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3780,1,"Needs urgent fix, account balance os not showing and says none available when trying to send money.Your customer service line is also non functional, they pick up the phone and say nothing.It is unacceptable from such a huge bank.We deserve better after you tax us for sending our own money through your platform.",1,2024-02-03,POSITIVE,0.4588,NEGATIVE,0.9998,"['Account Access Issues', 'Customer Support', 'Feature Requests']",Account Access Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3781,1,"This app history is not showing ordered form of transactions, and also after a sending transaction is made, sms is not being sent",1,2024-02-03,NEUTRAL,0.0,NEGATIVE,0.9988,['Transaction Performance'],Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3782,1,"It's so convenient, so much improved, you get a message right after you send it.",5,2024-02-03,POSITIVE,0.5233,POSITIVE,0.861,['Feature Requests'],Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3783,1,I'm CBE costumer for more than ten years And mobile banking almost three years I have to say CBE is the leading app so far,5,2024-02-03,NEUTRAL,0.0,POSITIVE,0.9896,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3784,1,Too difficult to sign in.,4,2024-02-02,NEGATIVE,0.3612,NEGATIVE,0.9998,"['Account Access Issues', 'User Interface & Experience']",Account Access Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3785,1,Easy and fast,5,2024-02-02,POSITIVE,0.4404,POSITIVE,0.9996,"['Transaction Performance', 'User Interface & Experience']",Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3786,1,the best banking app,5,2024-02-02,POSITIVE,0.6369,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3787,1,100 % Awesome love it,5,2024-02-02,POSITIVE,0.8519,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3788,1,Very poor app. I had to make 8 transfers of the same amount as the app did confirm success of the first or second or third etc. transfers. I had to pay etb 13 birr 8 times each for service charge.,1,2024-02-02,NEUTRAL,0.024,NEGATIVE,0.9996,"['Transaction Performance', 'Customer Support']",Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3789,1,The best bank!!!,5,2024-02-02,POSITIVE,0.7249,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3790,1,Excellent app.,4,2024-02-02,POSITIVE,0.5719,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3791,1,Interesting,5,2024-02-02,POSITIVE,0.4019,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3792,1,Well done,5,2024-02-01,POSITIVE,0.2732,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3793,1,It has very good function.the challenge with it is : it asks a varification key every time you install even for same device.,3,2024-02-01,POSITIVE,0.5799,POSITIVE,0.999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3794,1,fast and simple,5,2024-01-31,NEUTRAL,0.0,POSITIVE,0.9997,['Transaction Performance'],Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3795,1,Easy and simple.,5,2024-01-31,POSITIVE,0.4404,POSITIVE,0.9997,['User Interface & Experience'],User Interface & Experience,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3796,1,Excelent app,5,2024-01-31,NEUTRAL,0.0,POSITIVE,0.9984,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3797,1,"It's not working, it doesn't display my balance and it doesn't send or recieve any money",1,2024-01-31,NEUTRAL,0.0,NEGATIVE,0.9996,"['User Interface & Experience', 'Technical Issues']",User Interface & Experience,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3798,1,"Dark mode ❌, why? 🧐",2,2024-01-30,NEUTRAL,0.0,NEGATIVE,0.9985,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3799,1,Am very satisfied by your apply,5,2024-01-30,POSITIVE,0.4754,POSITIVE,0.9989,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3800,1,Especially important,1,2024-01-29,POSITIVE,0.2716,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3801,1,I like it thanks,4,2024-01-29,POSITIVE,0.6597,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3802,1,"It is good app for me ,easy to use i prefare it.",5,2024-01-29,POSITIVE,0.7003,POSITIVE,0.9997,['User Interface & Experience'],User Interface & Experience,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3803,1,Abreham tsgaye,3,2024-01-29,NEUTRAL,0.0,POSITIVE,0.9458,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3804,1,It takes 10 birr when you send monet to telebirr. No matter how much the amont is.,1,2024-01-29,NEUTRAL,0.0191,NEGATIVE,0.9981,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3805,1,Very nice app.....tnx cbe,1,2024-01-29,POSITIVE,0.4754,POSITIVE,0.9995,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3806,1,"A spectacular app, cutting-edge technology, thanks for your service.",5,2024-01-29,POSITIVE,0.4404,POSITIVE,0.9998,['Customer Support'],Customer Support,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3807,1,It perfect and good app for me,5,2024-01-28,POSITIVE,0.765,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3808,1,The best online service anywhere in the world working very fast Zero problem thanks CBE!!,5,2024-01-27,POSITIVE,0.6927,POSITIVE,0.9997,"['Transaction Performance', 'Technical Issues', 'Customer Support']",Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3809,1,Is the best,5,2024-01-27,POSITIVE,0.6369,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3810,1,It's nice and favorable,5,2024-01-27,POSITIVE,0.7096,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3811,1,Shall we stop using the mobile banking app.what is your intention with putting 10 birr charge on every transaction. How can u manage on charging 10 birr on 5 birr transaction it's not fair. Upgrade your inconsiderate system.,1,2024-01-27,NEGATIVE,0.7237,NEGATIVE,0.9996,['Transaction Performance'],Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3812,1,Use it,5,2024-01-27,NEUTRAL,0.0,POSITIVE,0.9939,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3813,1,"It is a good app. But it is better to add the following features in the next version, 1) Add ATM withdrawal option 2) Password reset option 4) Finger print option 3) E-receipt",4,2024-01-26,POSITIVE,0.714,POSITIVE,0.7158,"['Account Access Issues', 'Feature Requests']",Account Access Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3814,1,Best application that make community life easy,5,2024-01-26,POSITIVE,0.7964,POSITIVE,0.9997,['User Interface & Experience'],User Interface & Experience,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3815,1,Why this app was miss some transuctions,5,2024-01-26,NEGATIVE,0.1531,NEGATIVE,0.9995,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3816,1,Yes it is what I need Thnks,5,2024-01-25,POSITIVE,0.4019,POSITIVE,0.998,['Feature Requests'],Feature Requests,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3817,1,For the last two weeks the app is not working. Please address the issue as quickly as possible. Urgent action is needed!!,1,2024-01-25,NEGATIVE,0.1891,NEGATIVE,0.9916,"['Technical Issues', 'Feature Requests', 'User Interface & Experience']",Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3818,1,Very good and simple for use,3,2024-01-25,POSITIVE,0.4927,POSITIVE,0.9999,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3819,1,"The app is broken, I can't see my balance or use any of the services ,when I try to transfer or do any thing else, error message ""none available ""appears. Please fix this problem.",1,2024-01-24,NEGATIVE,0.8577,NEGATIVE,0.9998,"['Technical Issues', 'Transaction Performance', 'Customer Support']",Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3820,1,"The app that I use didn't transfer money to my telebirr account. There's no where to be found ""Transfer to Telebirr"". Only transfer to Telebirr agent is available and it require short code. It turns to be boring app ever.",1,2024-01-24,NEGATIVE,0.5423,NEGATIVE,0.9997,"['Account Access Issues', 'Transaction Performance', 'User Interface & Experience']",Account Access Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3821,1,Good ap,5,2024-01-24,POSITIVE,0.4404,POSITIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3822,1,İs app is so hassle for use,1,2024-01-24,NEUTRAL,0.0,NEGATIVE,0.9992,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3823,1,Top app,5,2024-01-24,POSITIVE,0.2023,POSITIVE,0.9964,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3824,1,"The new version is useless it doesn't work at all, very disappointing.",1,2024-01-24,NEGATIVE,0.7425,NEGATIVE,0.9998,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3825,1,Its not working,1,2024-01-24,NEUTRAL,0.0,NEGATIVE,0.9998,['Technical Issues'],Technical Issues,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3826,1,Fast and reliable app .,5,2024-01-23,NEUTRAL,0.0,POSITIVE,0.9998,['Transaction Performance'],Transaction Performance,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
3827,1,Good but do more on it,4,2024-01-23,POSITIVE,0.2382,POSITIVE,0.9995,[],Other,Google Play,2025-11-27 17:37:39.312210,Commercial Bank of Ethiopia,CBE
